Caller ID,Receiver ID,Call Duration (s),Carrier,Cost ($),Network Latency (ms),Time of Day,Timestamp
9292506157,3777065824,320,T-Mobile,19.2,190.91,Peak,2025-03-02 18:41:45.640002
9791087412,9828854235,205,T-Mobile,12.3,220.66,Peak,2025-03-04 13:41:45.640002
7047750419,8195136744,112,Vodafone,4.48,269.74,Peak,2025-03-19 15:41:45.640002
2451484880,3506187454,37,Verizon,2.59,221.8,Off-Peak,2025-03-03 17:41:45.640002
7239728085,2467352653,361,Verizon,25.27,126.47,Off-Peak,2025-03-27 21:41:45.640002
8583974332,9937987464,57,Jio,1.71,71.71,Peak,2025-03-03 13:41:45.640002
4110576838,8074714921,476,T-Mobile,28.56,102.48,Off-Peak,2025-03-22 03:41:45.640002
7402531478,2302662215,55,T-Mobile,3.3,73.6,Off-Peak,2025-03-30 17:41:45.640002
1713576575,8035033661,131,Jio,3.93,50.41,Off-Peak,2025-03-27 23:41:45.640002
2349421442,2020594824,68,T-Mobile,4.08,111.34,Off-Peak,2025-03-15 20:41:45.640002
5905572283,3262025887,253,Vodafone,10.12,234.82,Off-Peak,2025-03-05 13:41:45.640002
4416129515,3992277051,90,Vodafone,3.6,206.34,Off-Peak,2025-03-29 04:41:45.640002
6270428181,3965845004,244,T-Mobile,14.64,116.77,Peak,2025-03-24 19:41:45.640002
1033599645,2893998843,338,Verizon,23.66,145.43,Peak,2025-03-05 20:41:45.640002
2928143345,4827352904,243,Jio,7.29,210.39,Off-Peak,2025-03-24 23:41:45.640002
3067971108,5363318015,367,Jio,11.01,159.59,Peak,2025-03-12 03:41:45.640002
3548089266,7024039225,510,AT&T,25.5,103.55,Off-Peak,2025-03-03 23:41:45.640002
4224798442,8298552238,518,T-Mobile,31.08,287.0,Peak,2025-03-10 02:41:45.640002
8487987411,8503601379,54,Verizon,3.78,238.09,Off-Peak,2025-03-24 16:41:45.640002
7393184612,8562254987,45,Vodafone,1.8,100.66,Off-Peak,2025-03-12 20:41:45.640002
6351397928,8298179006,31,Vodafone,1.24,162.79,Off-Peak,2025-04-01 02:41:45.640002
1548513704,9564313022,564,T-Mobile,33.84,170.79,Peak,2025-03-30 01:41:45.640002
3609005971,7102391501,437,T-Mobile,26.22,107.31,Peak,2025-03-24 10:41:45.640002
8358140323,3714462725,479,Verizon,33.53,103.67,Off-Peak,2025-03-12 21:41:45.640002
6418488518,6174675965,264,T-Mobile,15.84,98.66,Off-Peak,2025-03-16 22:41:45.640002
5646383077,9138198551,292,Vodafone,11.68,208.58,Peak,2025-03-27 15:41:45.640002
6193023707,5496232901,555,AT&T,27.75,98.11,Peak,2025-03-17 22:41:45.640002
2495789625,6429154563,527,Vodafone,21.08,56.35,Peak,2025-04-01 11:41:45.640002
9184549046,4071190061,272,Vodafone,10.88,241.94,Peak,2025-03-11 13:41:45.640002
9686690105,3317325448,50,Jio,1.5,190.39,Peak,2025-03-27 19:41:45.640002
9595632643,5063935211,413,T-Mobile,24.78,200.85,Off-Peak,2025-03-27 23:41:45.640002
2485368320,6496931249,388,Verizon,27.16,104.16,Off-Peak,2025-03-12 15:41:45.640002
9365470171,6002071530,167,Jio,5.01,183.9,Off-Peak,2025-03-17 14:41:45.640002
7750994589,5574915006,181,Jio,5.43,74.14,Off-Peak,2025-03-26 11:41:45.640002
2966679302,1825330008,35,AT&T,1.75,127.36,Off-Peak,2025-03-18 12:41:45.640002
3572696856,5418562359,48,AT&T,2.4,77.72,Peak,2025-03-28 01:41:45.640002
1416833053,7929149680,275,Verizon,19.25,112.06,Off-Peak,2025-03-22 13:41:45.640002
6943378092,1906885515,460,Vodafone,18.4,297.51,Peak,2025-03-26 06:41:45.640002
4692850342,2582355495,549,Jio,16.47,287.01,Peak,2025-03-21 21:41:45.640002
2176081995,8513340842,274,Verizon,19.18,73.26,Off-Peak,2025-03-10 04:41:45.640002
7188642011,3686115820,218,Jio,6.54,113.92,Peak,2025-03-12 06:41:45.640002
6343685257,6614897640,373,T-Mobile,22.38,234.67,Off-Peak,2025-03-28 12:41:45.640002
9498596103,9333182656,204,Jio,6.12,134.25,Off-Peak,2025-04-01 02:41:45.640002
2441205396,5292141353,192,AT&T,9.6,123.25,Off-Peak,2025-03-22 21:41:45.640002
6821026221,3813081716,231,Jio,6.93,211.75,Peak,2025-03-02 21:41:45.640002
7258584476,7935731009,131,Vodafone,5.24,279.68,Off-Peak,2025-03-29 17:41:45.640002
9056882610,4667496729,325,Jio,9.75,64.8,Off-Peak,2025-03-02 18:41:45.640002
1523084227,4070749689,490,T-Mobile,29.4,209.29,Peak,2025-04-01 00:41:45.640002
1687396613,1111981610,399,Jio,11.97,283.89,Peak,2025-03-19 18:41:45.640002
4088340470,5873471021,44,T-Mobile,2.64,126.17,Off-Peak,2025-03-27 07:41:45.640002
7919104572,5149636528,183,Verizon,12.81,184.82,Off-Peak,2025-04-01 13:41:45.640002
1129471104,3094718908,184,Vodafone,7.36,113.74,Off-Peak,2025-03-02 01:41:45.640002
2348567391,1952766208,393,Verizon,27.51,116.08,Peak,2025-03-23 06:41:45.640002
5667392423,7319863805,132,Verizon,9.24,105.84,Peak,2025-03-13 09:41:45.640002
2754668719,5072715483,275,Vodafone,11.0,143.69,Off-Peak,2025-03-13 22:41:45.640002
3668480437,8928203685,567,AT&T,28.35,279.89,Off-Peak,2025-03-07 17:41:45.640002
3219848235,8363391044,500,Verizon,35.0,282.68,Off-Peak,2025-03-21 18:41:45.640002
5664149328,5082433443,426,Vodafone,17.04,221.11,Off-Peak,2025-03-27 10:41:45.640002
6904262908,8353659814,581,AT&T,29.05,139.43,Peak,2025-03-28 10:41:45.640002
8821516804,3894087420,473,Vodafone,18.92,51.69,Peak,2025-03-08 16:41:45.640002
4481100461,8865189110,34,AT&T,1.7,91.59,Off-Peak,2025-03-31 01:41:45.640002
5233525808,6937867869,599,Vodafone,23.96,142.23,Peak,2025-03-25 00:41:45.640002
1163265796,3532231616,456,T-Mobile,27.36,144.73,Peak,2025-03-17 10:41:45.640002
1213198987,8414138104,586,Jio,17.58,137.92,Off-Peak,2025-03-17 03:41:45.640002
4063104030,3478437245,422,AT&T,21.1,287.5,Peak,2025-03-26 22:41:45.640002
2370497483,9204652836,138,Jio,4.14,285.93,Off-Peak,2025-04-01 03:41:45.640002
1953456366,4653018180,162,T-Mobile,9.72,241.68,Off-Peak,2025-03-17 17:41:45.640002
4819108599,6184184103,357,Vodafone,14.28,269.01,Off-Peak,2025-03-22 09:41:45.640002
3481652179,5804778143,200,Verizon,14.0,237.24,Peak,2025-03-22 18:41:45.640002
3976413622,4684699636,576,AT&T,28.8,250.32,Peak,2025-03-19 19:41:45.640002
8207978233,7497946633,450,Verizon,31.5,260.61,Off-Peak,2025-03-20 18:41:45.640002
9426860676,5854681729,157,T-Mobile,9.42,217.39,Off-Peak,2025-03-14 15:41:45.640002
1769642846,7260459299,319,Verizon,22.33,74.98,Off-Peak,2025-03-17 14:41:45.640002
6057847668,7761565909,311,AT&T,15.55,151.61,Off-Peak,2025-03-16 22:41:45.640002
6281046993,7151291879,481,T-Mobile,28.86,63.67,Peak,2025-03-12 22:41:45.640002
1090086138,3270790122,573,Verizon,40.11,68.56,Off-Peak,2025-03-09 10:41:45.640002
3298450262,2221087178,155,AT&T,7.75,230.37,Off-Peak,2025-03-29 19:41:45.640002
7963729293,6478457948,408,Vodafone,16.32,63.43,Off-Peak,2025-03-12 13:41:45.640002
4637794507,3530695694,389,Vodafone,15.56,115.44,Peak,2025-03-19 12:41:45.640002
8604367056,2167598284,586,Vodafone,23.44,77.42,Off-Peak,2025-03-21 08:41:45.640002
5422078687,5036961482,217,Vodafone,8.68,85.74,Peak,2025-03-23 17:41:45.640002
8852984591,9876206547,97,T-Mobile,5.82,158.14,Peak,2025-03-28 04:41:45.640002
7722707529,5805225949,178,Vodafone,7.12,264.58,Off-Peak,2025-03-06 15:41:45.640002
2125808132,6941326389,571,Jio,17.13,259.79,Peak,2025-03-04 21:41:45.640002
4216251704,4652405596,274,T-Mobile,16.44,217.97,Off-Peak,2025-03-10 14:41:45.640002
4425633580,4422123263,572,T-Mobile,34.32,199.63,Off-Peak,2025-03-26 01:41:45.640002
5120770827,8918221170,598,AT&T,29.9,154.23,Off-Peak,2025-03-30 10:41:45.640002
7205735730,6553960443,348,Jio,10.44,195.5,Off-Peak,2025-03-15 00:41:45.640002
8751249616,8064731485,454,T-Mobile,27.24,95.47,Peak,2025-03-16 23:41:45.640002
1029063189,3355995705,375,T-Mobile,22.5,234.65,Peak,2025-03-16 16:41:45.640002
8535964107,5066389940,418,Vodafone,16.72,144.32,Peak,2025-03-26 18:41:45.640002
9367810794,4823027833,344,Vodafone,13.76,161.41,Off-Peak,2025-03-12 23:41:45.640002
3660249713,7819191358,558,T-Mobile,33.48,238.49,Off-Peak,2025-03-22 08:41:45.640002
6376388637,9705031728,419,Jio,12.57,71.21,Off-Peak,2025-03-31 16:41:45.640002
1830761145,5010229380,594,AT&T,29.7,102.15,Peak,2025-03-23 06:41:45.640002
1615910153,7233071435,588,Vodafone,23.52,95.97,Off-Peak,2025-03-04 06:41:45.640002
5461549880,3160761530,544,T-Mobile,32.64,145.31,Peak,2025-03-16 14:41:45.640002
9118044129,9623647948,344,T-Mobile,20.64,189.61,Peak,2025-03-30 17:41:45.640002
9642489811,1984478236,309,Verizon,21.63,229.89,Off-Peak,2025-03-07 03:41:45.640002
8334926507,3767568541,499,Vodafone,19.96,231.78,Peak,2025-03-18 18:41:45.640002
3650683361,1222825420,123,Verizon,8.61,118.81,Off-Peak,2025-03-12 02:41:45.640002
9059947042,7963682864,541,Vodafone,21.64,58.04,Peak,2025-03-21 02:41:45.640002
5308363683,1198743810,436,AT&T,21.8,115.85,Peak,2025-03-17 17:41:45.640002
5978770589,6205684853,405,AT&T,20.25,298.28,Off-Peak,2025-03-27 05:41:45.640002
3690640268,3354554653,226,T-Mobile,13.56,112.5,Peak,2025-03-24 04:41:45.640002
7093228677,3138731092,385,T-Mobile,23.1,222.64,Off-Peak,2025-03-07 00:41:45.640002
1328739036,8913684529,76,AT&T,3.8,208.43,Peak,2025-03-02 02:41:45.640002
7619733271,4067427823,228,Verizon,15.96,288.1,Off-Peak,2025-03-16 07:41:45.640002
4650383058,6330389096,573,Jio,17.19,217.88,Peak,2025-03-02 21:41:45.640002
1683191672,1516818925,275,Verizon,19.25,148.5,Peak,2025-03-17 20:41:45.640002
9548022146,2609910318,223,AT&T,11.15,158.44,Peak,2025-03-10 08:41:45.640002
3032256401,3162736983,154,Verizon,10.78,205.33,Peak,2025-03-07 07:41:45.640002
4670941032,6628404749,499,Vodafone,19.96,119.91,Peak,2025-03-21 22:41:45.640002
8072737504,4195456701,424,T-Mobile,25.44,124.78,Off-Peak,2025-03-19 00:41:45.640002
3656622766,6483295233,91,Vodafone,3.64,79.87,Off-Peak,2025-03-25 18:41:45.640002
2988633024,7393630438,588,T-Mobile,35.28,247.27,Peak,2025-03-16 14:41:45.640002
1438758576,1687347059,271,Jio,8.13,231.06,Peak,2025-03-19 20:41:45.640002
1062752648,4483074560,534,Verizon,37.38,114.84,Peak,2025-03-21 10:41:45.640002
8906429765,5439169064,120,Vodafone,4.8,187.05,Peak,2025-03-18 05:41:45.640002
4427392491,5100253133,470,Vodafone,18.8,247.99,Off-Peak,2025-03-26 06:41:45.640002
7712593747,5774767410,135,T-Mobile,8.1,207.58,Off-Peak,2025-03-12 06:41:45.640002
7194034973,5957301637,377,AT&T,18.85,123.19,Peak,2025-03-26 09:41:45.640002
2356678038,7244651365,559,Jio,16.77,103.07,Peak,2025-03-11 19:41:45.640002
5250365434,8951568566,550,T-Mobile,33.0,173.51,Off-Peak,2025-03-07 10:41:45.640002
1072954492,6430968768,568,Vodafone,22.72,171.47,Off-Peak,2025-03-17 12:41:45.640002
6005856003,1934270223,269,T-Mobile,16.14,57.07,Off-Peak,2025-03-26 00:41:45.640002
8354401179,9559861987,142,AT&T,7.1,60.09,Off-Peak,2025-03-08 09:41:45.640002
3196630027,9505953630,122,AT&T,6.1,299.75,Peak,2025-03-05 21:41:45.640002
6762257256,5212713122,242,T-Mobile,14.52,61.96,Off-Peak,2025-03-28 00:41:45.640002
5208333787,3810930111,75,Vodafone,3.0,124.81,Off-Peak,2025-03-02 13:41:45.640002
6192195659,6672348670,443,Jio,13.29,221.86,Peak,2025-03-06 16:41:45.640002
1976196224,1328824381,117,Verizon,8.19,65.51,Off-Peak,2025-03-18 23:41:45.640002
8593217965,6325434619,539,Verizon,37.73,185.29,Off-Peak,2025-03-03 10:41:45.640002
2850270220,9912727072,307,T-Mobile,18.42,275.3,Off-Peak,2025-03-10 01:41:45.640002
3395223389,4264703314,27,Verizon,1.89,291.3,Off-Peak,2025-03-07 12:41:45.640002
9273275281,2364317659,443,T-Mobile,26.58,74.58,Off-Peak,2025-03-03 08:41:45.640002
4696775224,4354677081,375,Vodafone,15.0,61.86,Peak,2025-03-20 07:41:45.640002
9854717400,6069644116,407,Vodafone,16.28,147.28,Off-Peak,2025-03-11 02:41:45.640002
7703745989,5804818426,275,T-Mobile,16.5,95.14,Off-Peak,2025-03-16 16:41:45.640002
2397472337,1817962317,38,Jio,1.14,206.44,Peak,2025-03-26 02:41:45.640002
8056059265,8248806397,351,AT&T,17.55,241.78,Off-Peak,2025-03-25 17:41:45.640002
9560280220,7460506410,178,Vodafone,7.12,259.58,Peak,2025-03-28 05:41:45.640002
8014393594,8356217607,275,T-Mobile,16.5,222.35,Off-Peak,2025-03-14 19:41:45.640002
7170857884,2618923924,496,AT&T,24.8,262.25,Off-Peak,2025-03-28 08:41:45.640002
2591987614,5414014235,274,Jio,8.22,287.96,Peak,2025-03-27 10:41:45.640002
4577792446,1447881742,557,AT&T,27.85,217.26,Off-Peak,2025-04-01 14:41:45.640002
2464581311,6098356384,454,AT&T,22.7,299.33,Peak,2025-03-11 08:41:45.640002
5986126083,2797392000,14,AT&T,0.7,155.22,Off-Peak,2025-03-19 09:41:45.640002
5059816112,4237340180,154,Jio,4.62,158.38,Peak,2025-03-15 07:41:45.640002
6619128167,3913955174,126,Vodafone,5.04,291.26,Peak,2025-03-12 17:41:45.640002
6757579909,4530580281,186,AT&T,9.3,113.82,Off-Peak,2025-03-06 06:41:45.640002
1638852572,1217460650,178,Jio,5.34,204.8,Peak,2025-03-08 17:41:45.640002
9710708793,7298284715,115,Jio,3.45,236.68,Off-Peak,2025-03-19 01:41:45.640002
3529204659,4948715312,139,T-Mobile,8.34,219.01,Peak,2025-03-12 22:41:45.640002
6700457332,2579976089,486,T-Mobile,29.16,63.84,Off-Peak,2025-03-09 05:41:45.640002
1762951556,5688712952,572,T-Mobile,34.32,233.41,Off-Peak,2025-03-17 13:41:45.640002
7128969255,7145848595,302,Vodafone,12.08,207.92,Off-Peak,2025-03-27 03:41:45.640002
3776795226,6569182356,126,Vodafone,5.04,76.66,Off-Peak,2025-03-07 00:41:45.640002
1659988202,5875202206,343,Vodafone,13.72,225.72,Peak,2025-03-25 13:41:45.640002
8058851926,8366685078,209,Vodafone,8.36,52.25,Off-Peak,2025-03-12 11:41:45.640002
2431597611,5537107576,186,T-Mobile,11.16,196.92,Off-Peak,2025-03-31 18:41:45.640002
4804439017,7800992734,37,AT&T,1.85,280.55,Off-Peak,2025-04-01 08:41:45.640002
4355051724,5170463229,340,AT&T,17.0,161.55,Off-Peak,2025-03-19 11:41:45.640002
2972717977,8863559929,113,Verizon,7.91,70.09,Peak,2025-03-28 20:41:45.640002
9140813591,1558536714,369,Jio,11.07,214.14,Peak,2025-03-16 03:41:45.640002
4208054870,3647356947,368,AT&T,18.4,56.78,Peak,2025-03-14 23:41:45.640002
9610866225,5709274356,438,Verizon,30.66,288.6,Peak,2025-03-18 03:41:45.640002
8282187748,1470038590,244,Verizon,17.08,111.7,Off-Peak,2025-03-21 11:41:45.640002
1617895261,8534639225,196,Verizon,13.72,274.8,Off-Peak,2025-03-21 05:41:45.640002
3090640876,5527122713,433,Vodafone,17.32,229.84,Peak,2025-03-30 01:41:45.640002
7418974381,4479805217,398,Vodafone,15.92,258.2,Off-Peak,2025-03-05 11:41:45.640002
7319607907,9149695604,571,T-Mobile,34.26,58.85,Peak,2025-03-08 10:41:45.640002
3840857069,6607816872,105,AT&T,5.25,148.08,Off-Peak,2025-04-01 13:41:45.640002
8057925149,2226977341,386,AT&T,19.3,97.88,Off-Peak,2025-03-26 05:41:45.640002
4575149972,4585238834,241,AT&T,12.05,237.98,Peak,2025-03-03 21:41:45.640002
1209820149,1703121788,35,Verizon,2.45,286.78,Off-Peak,2025-03-14 06:41:45.640002
4974702801,4502298007,391,AT&T,19.55,234.02,Peak,2025-03-29 14:41:45.640002
9151654906,6599125820,375,AT&T,18.75,108.82,Peak,2025-03-06 02:41:45.640002
1999495925,5069199947,103,Verizon,7.21,211.92,Peak,2025-03-19 20:41:45.640002
6100953252,9462432862,347,Jio,10.41,285.28,Off-Peak,2025-03-14 17:41:45.640002
1616965194,1323460798,552,AT&T,27.6,262.09,Peak,2025-03-23 17:41:45.640002
7502904834,8913582483,15,Verizon,1.05,135.11,Peak,2025-03-20 10:41:45.640002
8383764979,5961151976,556,Verizon,38.92,113.99,Peak,2025-03-10 05:41:45.640002
9015469003,1024046302,229,Vodafone,9.16,156.47,Peak,2025-03-22 14:41:45.640002
4243416881,8708504650,366,T-Mobile,21.96,88.36,Off-Peak,2025-03-10 21:41:45.640002
5011231650,3638313295,535,T-Mobile,32.1,165.32,Peak,2025-03-02 07:41:45.640002
9839271958,9797451257,404,Vodafone,16.16,115.27,Peak,2025-03-02 09:41:45.640002
7545127543,5980519059,244,AT&T,12.2,211.85,Off-Peak,2025-03-15 02:41:45.640002
6163942229,8544835070,107,AT&T,5.35,283.63,Off-Peak,2025-03-21 15:41:45.640002
6665797671,4524113682,150,AT&T,7.5,140.97,Peak,2025-03-21 17:41:45.640002
3244405359,9851260822,578,AT&T,28.9,164.33,Off-Peak,2025-03-19 20:41:45.640002
3402186175,1221673243,448,Jio,13.44,60.48,Peak,2025-03-16 03:41:45.640002
9863193389,9601271963,555,Jio,16.65,96.03,Peak,2025-03-27 08:41:45.640002
9534371249,2050980967,586,Vodafone,23.44,93.41,Peak,2025-03-15 00:41:45.640002
4816102410,2248779086,559,Vodafone,22.36,296.37,Off-Peak,2025-03-05 11:41:45.640002
2816999311,5540408998,225,AT&T,11.25,179.26,Off-Peak,2025-03-25 22:41:45.640002
1275810084,4884893592,58,T-Mobile,3.48,270.73,Off-Peak,2025-03-29 13:41:45.640002
8986259119,6375533658,361,Verizon,25.27,225.61,Off-Peak,2025-03-26 03:41:45.640002
2098563796,8380961384,176,Verizon,12.32,205.46,Peak,2025-03-25 17:41:45.640002
8559941777,4723274352,450,Jio,13.5,227.6,Peak,2025-03-17 17:41:45.640002
9509310675,7212924602,152,Vodafone,6.08,141.04,Off-Peak,2025-03-27 16:41:45.640002
4948626894,4492982902,110,Jio,3.3,285.58,Off-Peak,2025-03-13 15:41:45.640002
2305759548,8804449111,243,Verizon,17.01,165.86,Peak,2025-03-26 20:41:45.640002
3499845165,3322234009,548,Jio,16.44,252.85,Off-Peak,2025-03-01 19:41:45.640002
4504070093,7015151352,25,Verizon,1.75,52.12,Off-Peak,2025-03-02 07:41:45.640002
8171801003,9717809051,154,T-Mobile,9.24,269.65,Off-Peak,2025-03-27 21:41:45.640002
4519402353,1329927829,40,AT&T,2.0,221.65,Off-Peak,2025-03-28 04:41:45.640002
9795253622,8066087645,75,AT&T,3.75,108.66,Peak,2025-03-18 13:41:45.640002
9418824792,5285874311,419,AT&T,20.95,187.11,Peak,2025-03-03 21:41:45.640002
2379217232,8512821184,511,Verizon,35.77,261.06,Off-Peak,2025-03-16 11:41:45.640002
7519382745,2686259133,337,Jio,10.11,277.37,Peak,2025-03-16 06:41:45.640002
2830940132,7375741560,338,AT&T,16.9,191.22,Peak,2025-03-06 22:41:45.640002
1217488589,2044299964,401,Verizon,28.07,129.68,Peak,2025-03-06 10:41:45.640002
6593994639,7101453172,56,Verizon,3.92,215.53,Off-Peak,2025-03-31 16:41:45.640002
5863017523,9469905599,445,Vodafone,17.8,176.81,Peak,2025-03-19 19:41:45.640002
8767876720,2487686862,378,AT&T,18.9,62.53,Peak,2025-03-19 18:41:45.640002
9299813390,1375789972,317,Verizon,22.19,179.61,Off-Peak,2025-03-05 19:41:45.640002
8232524456,9650605625,298,Vodafone,11.92,210.61,Off-Peak,2025-03-29 22:41:45.640002
9283395791,9832545996,261,Vodafone,10.44,230.05,Off-Peak,2025-03-01 21:41:45.640002
8928391176,9686002190,252,T-Mobile,15.12,153.48,Off-Peak,2025-03-05 00:41:45.640002
7509528650,3255299031,559,AT&T,27.95,118.22,Peak,2025-03-06 11:41:45.640002
3325471801,5115583957,402,Vodafone,16.08,253.06,Peak,2025-03-24 22:41:45.640002
9680952830,2148918441,494,Jio,14.82,292.87,Off-Peak,2025-03-20 20:41:45.640002
3440309313,8477834390,379,AT&T,18.95,71.29,Peak,2025-03-23 08:41:45.640002
3179408622,5888265511,362,Verizon,25.34,256.04,Peak,2025-03-27 14:41:45.640002
2137614276,3220381780,328,AT&T,16.4,206.67,Off-Peak,2025-03-12 11:41:45.640002
4467226376,9696678392,527,Jio,15.81,172.6,Peak,2025-03-08 12:41:45.640002
4893169936,7531311371,67,T-Mobile,4.02,201.8,Off-Peak,2025-03-22 00:41:45.640002
8914980034,9788914417,353,T-Mobile,21.18,208.38,Off-Peak,2025-03-05 05:41:45.640002
6131621287,9876176671,522,Jio,15.66,243.25,Off-Peak,2025-03-07 01:41:45.640002
8476082852,3846068741,323,Jio,9.69,135.82,Peak,2025-03-07 04:41:45.640002
8170647404,4779026218,119,Vodafone,4.76,155.87,Off-Peak,2025-03-16 03:41:45.640002
5397888811,7300379748,95,Jio,2.85,122.69,Off-Peak,2025-03-10 12:41:45.640002
1443175982,7723249053,474,AT&T,23.7,280.96,Off-Peak,2025-03-05 12:41:45.640002
9480014045,7554788350,302,Verizon,21.14,123.87,Off-Peak,2025-03-15 15:41:45.640002
2779494590,9632456915,111,Vodafone,4.44,160.87,Off-Peak,2025-03-02 02:41:45.640002
2524093263,1366637377,416,Vodafone,16.64,239.42,Peak,2025-03-27 07:41:45.640002
5090818891,2915586039,222,T-Mobile,13.32,92.33,Off-Peak,2025-03-31 01:41:45.640002
5427152007,3675306364,465,Vodafone,18.6,60.19,Off-Peak,2025-03-09 17:41:45.640002
3621312664,6136901326,110,AT&T,5.5,260.29,Off-Peak,2025-03-26 01:41:45.640002
8782972250,1886855798,17,T-Mobile,1.02,113.66,Off-Peak,2025-04-01 13:41:45.640002
5746673345,7879094915,391,Jio,11.73,126.27,Off-Peak,2025-03-06 20:41:45.640002
4584126475,4985657876,512,Jio,15.36,291.94,Peak,2025-03-24 18:41:45.640002
6736267017,5279491684,449,Verizon,31.43,72.88,Peak,2025-03-04 06:41:45.640002
8967842437,7287695040,481,Jio,14.43,154.31,Off-Peak,2025-03-28 23:41:45.640002
3016585442,2595552740,291,Verizon,20.37,254.36,Off-Peak,2025-03-25 20:41:45.640002
4441576676,7293612265,529,AT&T,26.45,96.91,Peak,2025-03-04 21:41:45.640002
1420702509,2641662369,231,Verizon,16.17,245.75,Peak,2025-03-11 18:41:45.640002
4820764006,6727496496,162,Vodafone,6.48,242.32,Peak,2025-03-18 16:41:45.640002
9314977272,7693657953,497,Jio,14.91,76.91,Peak,2025-03-16 03:41:45.640002
4993191940,4275542761,403,Jio,12.09,240.64,Off-Peak,2025-03-28 03:41:45.640002
4997672413,5958791210,97,Jio,2.91,217.23,Off-Peak,2025-03-07 18:41:45.640002
3124551830,8951339184,356,Verizon,24.92,77.53,Off-Peak,2025-03-12 00:41:45.640002
4600564024,7242290291,256,Vodafone,10.24,68.48,Peak,2025-03-26 05:41:45.640002
5076065182,5799784029,54,Jio,1.62,183.14,Off-Peak,2025-03-19 03:41:45.640002
2480863263,1933170035,598,Verizon,41.86,50.32,Peak,2025-03-20 05:41:45.640002
3372959355,7217432111,493,Jio,14.79,127.88,Off-Peak,2025-03-10 19:41:45.640002
3349930413,1516389163,277,AT&T,13.85,84.39,Off-Peak,2025-03-04 20:41:45.640002
5051176534,6375998886,238,Vodafone,9.52,171.78,Peak,2025-03-05 11:41:45.640002
7536169025,7737484009,179,T-Mobile,10.74,198.04,Peak,2025-03-30 10:41:45.640002
3027558711,4669537606,143,Jio,4.29,121.21,Off-Peak,2025-03-16 03:41:45.640002
6521084266,5663842572,310,Vodafone,12.4,137.23,Off-Peak,2025-03-10 18:41:45.640002
3776510839,8726743043,36,AT&T,1.8,182.77,Off-Peak,2025-03-22 07:41:45.640002
1426226151,8181168480,394,AT&T,19.7,100.06,Off-Peak,2025-03-26 05:41:45.640002
5527820303,6027088896,569,Jio,17.07,65.94,Off-Peak,2025-03-25 20:41:45.640002
7012707261,6085203653,324,T-Mobile,19.44,69.98,Peak,2025-03-11 10:41:45.640002
3186627506,1999028936,187,AT&T,9.35,151.02,Off-Peak,2025-03-27 03:41:45.640002
1146977576,7986160846,510,Verizon,35.7,185.08,Off-Peak,2025-03-28 15:41:45.640002
2533951297,9719314456,335,AT&T,16.75,87.61,Peak,2025-03-24 14:41:45.640002
2915287920,9461456136,106,AT&T,5.3,64.82,Peak,2025-03-14 03:41:45.640002
8697285435,2957197921,145,Vodafone,5.8,280.94,Off-Peak,2025-03-30 12:41:45.640002
9438199845,8726215987,36,AT&T,1.8,199.48,Off-Peak,2025-03-28 20:41:45.640002
2305242431,2053803144,561,T-Mobile,33.66,146.08,Off-Peak,2025-03-05 02:41:45.640002
3448234027,4754535900,142,AT&T,7.1,54.3,Peak,2025-03-05 17:41:45.640002
4645137345,6319339253,276,AT&T,13.8,145.47,Off-Peak,2025-03-12 15:41:45.640002
2298356330,1872374423,312,T-Mobile,18.72,125.55,Peak,2025-03-22 18:41:45.640002
1991870377,8511773870,231,Vodafone,9.24,67.36,Peak,2025-03-12 23:41:45.640002
2703155711,7176578066,85,Jio,2.55,108.33,Off-Peak,2025-03-05 14:41:45.640002
9041999153,3672256637,271,Verizon,18.97,147.76,Peak,2025-03-16 04:41:45.640002
8233913486,4090720479,169,Verizon,11.83,165.33,Off-Peak,2025-03-30 00:41:45.640002
1108271848,2129397577,170,Vodafone,6.8,284.82,Off-Peak,2025-03-05 05:41:45.640002
7539483381,7711841027,279,Verizon,19.53,252.44,Off-Peak,2025-03-31 00:41:45.640002
7829709921,5790024811,375,Verizon,26.25,238.2,Off-Peak,2025-03-05 03:41:45.640002
4203280164,7227964020,196,Verizon,13.72,167.74,Peak,2025-03-02 11:41:45.640002
9444814252,7412325858,546,Jio,16.38,135.85,Peak,2025-03-10 01:41:45.640002
5725246290,5656483070,193,Vodafone,7.72,122.99,Off-Peak,2025-03-25 04:41:45.640002
9864050385,1686585359,288,T-Mobile,17.28,231.7,Off-Peak,2025-03-26 11:41:45.640002
6310331017,7047625818,481,AT&T,24.05,209.97,Peak,2025-03-11 22:41:45.640002
5313074359,7824287530,288,Verizon,20.16,63.88,Off-Peak,2025-03-25 04:41:45.640002
3654309745,1704661966,71,Vodafone,2.84,129.3,Peak,2025-03-02 08:41:45.640002
5928201087,7725573170,522,Verizon,36.54,193.18,Off-Peak,2025-03-24 02:41:45.640002
8677567981,9852695597,466,Verizon,32.62,141.28,Off-Peak,2025-03-21 19:41:45.640002
2399465556,3681906172,285,Verizon,19.95,169.04,Off-Peak,2025-03-26 05:41:45.640002
5539522535,1716393834,256,AT&T,12.8,89.39,Peak,2025-03-10 11:41:45.640002
7016613288,1746819647,38,T-Mobile,2.28,168.3,Off-Peak,2025-03-02 08:41:45.640002
